probe	GC	102-11C_S3_L001_coverage	126-11c_S9_L001_coverage	1ES86798_S2_L001_coverage	1EV02973_S11_L001_coverage	1EV02981_S8_L001_coverage	2KK58589_S7_L001_coverage	2KR049010_S2_L001_coverage	512022_S1_L001_coverage	BL37577_S10_L001_coverage	BL37590_S4_L001_coverage	C00413_S5_L001_coverage	C00434_S6_L001_coverage	CC50362-2_S1_L001_coverage	CC50362-3_S4_L001_coverage	IMIN44_S12_L001_coverage	ZL10_S3_L001_coverage
	100	100	0	0	0	0	100	0	0	0	100	100	0	34.1667	0	0
	100	100	0	0	0	0	100	0	0	0	52.5	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	84.1667	100	0	100	100	100	0	0	100	55	100	100	100	0	0
	100	100	100	0	100	100	100	0	0	100	18.3333	100	100	100	0	0
	100	100	100	0	80	15.8333	100	0	0	100	0.833333	100	100	100	0	0
	100	100	47.5	0	100	22.5	100	0	25	100	97.5	100	100	100	0	0
	100	100	100	0	50	100	100	0	100	100	100	100	100	100	0	0
	100	100	100	0	100	100	100	0	93.3333	100	27.5	100	100	100	0	0
	100	100	54.1667	0	89.1667	5.83333	100	0	0	97.5	24.1667	100	100	100	0	0
	100	100	0	0	4.16667	0	100	0	0	100	100	100	97.5	97.5	0	0
	100	100	5	0	100	0	100	0	55.8333	100	8.33333	100	100	100	0	0
	100	100	86.6667	0	98.3333	0	100	0	80.8333	100	71.6667	100	100	100	0	0
	100	100	0	0	11.6667	0	100	0	0	95.8333	100	100	96.6667	96.6667	0	0
	100	100	0	0	0	0	100	0	0	4.16667	63.3333	100	49.1667	55.8333	0	0
	100	100	0	0	15.8333	0	100	0	0	0	78.3333	100	30.8333	30.8333	0	0
	100	100	0	0	100	0	100	0	0	97.5	60	100	100	94.1667	0	0
	100	100	47.5	0	97.5	0	100	0	0	100	100	100	100	100	0	0
	100	100	100	0	39.1667	0	100	0	0	100	100	100	100	100	0	0
	100	100	100	0	100	0	100	0	17.5	100	100	100	100	100	0	0
	100	100	72.5	0	100	0	100	0	100	100	57.5	100	100	100	0	0
	100	100	0	0	17.5	0	100	0	8.33333	41.6667	20.8333	100	95	43.3333	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	59.1667	0	0	0
	100	100	21.6667	0	0	0	97.5	0	0	30	100	100	21.6667	59.1667	0	0
	100	100	100	0	0	0	100	0	0	100	29.1667	100	100	100	0	0
	100	100	100	0	0	0	100	0	0	100	0	100	100	100	0	0
	100	100	98.3333	0	34.1667	25	100	0	0	100	0	100	100	100	0	0
	100	100	100	0	100	100	100	53.3333	0	100	0	100	100	100	0	0
	100	100	100	0	100	35.8333	100	100	0	100	0	100	100	100	0	0
	100	100	100	0	100	0	100	58.3333	28.3333	100	88.3333	100	100	100	0	0
	100	100	100	0	100	0	100	100	91.6667	100	100	100	100	100	0	0
	100	100	100	0	83.3333	11.6667	100	100	0	100	100	100	100	100	0	0
	100	100	100	0	100	100	100	100	45	100	100	100	100	100	0	0
	100	100	100	58.3333	100	57.5	100	100	100	100	51.6667	100	100	100	0	0
	100	100	100	0	100	0	100	87.5	100	100	100	100	100	100	0	0
	100	100	100	0	100	0	100	52.5	87.5	100	0	100	100	100	0	0
	100	100	20.8333	0	15	0	100	100	0	38.3333	84.1667	100	100	100	0	0
	100	100	0	0	0	0	100	19.1667	0	0	100	100	20.8333	100	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	100	0	0
	100	100	0	0	0	0	100	0	0	0	70	100	0	100	0	0
	100	100	0	0	0	0	100	0	0	0	23.3333	100	0	54.1667	0	0
	100	100	48.3333	39.1667	54.1667	0	99.1667	0	0	100	100	100	97.5	97.5	0	0
	100	100	100	100	100	0	100	0	0	100	53.3333	100	100	100	0	0
	100	100	100	26.6667	100	0	100	0.833333	0	100	0	100	100	100	0	0
	100	100	100	0	99.1667	0	100	100	40	99.1667	38.3333	100	100	100	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	20.8333	20.8333	0	0
	100	100	33.3333	0	0	0	100	25	0	60.8333	0	100	100	100	0	0
	100	100	100	0	0	0	100	100	0	100	84.1667	100	100	100	0	0
	100	100	98.3333	0	28.3333	0	100	16.6667	10.8333	100	100	100	100	100	0	0
	100	100	20	21.6667	100	40.8333	100	58.3333	100	100	60	100	100	100	0	0
	100	100	100	100	100	100	100	100	90.8333	100	100	100	100	100	0	0
	100	100	100	100	100	100	100	100	0	100	75	100	100	100	0	0
	100	100	64.1667	0.833333	13.3333	28.3333	100	12.5	0	85.8333	0	100	100	100	0	0
	100	100	0	99.1667	0	0	100	0	0	0	0	100	47.5	43.3333	0	0
	100	100	0	50.8333	0	0	100	0	0	1.66667	85.8333	100	4.16667	91.6667	0	0
	100	100	40	0	0	0	100	49.1667	0	100	46.6667	100	100	100	0	0
	100	100	100	0	90.8333	0	100	100	0	100	70.8333	100	100	100	0	0
	100	100	100	0	100	0	100	100	0	100	100	100	100	100	0	0
	100	100	19.1667	0	19.1667	0	100	19.1667	0	19.1667	11.6667	100	23.3333	23.3333	0	0
	100	100	0	0	0	0	89.1667	0	0	0	100	100	0	65.8333	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	100	0	0
	100	100	0	0	0	0	100	0	99.1667	0	48.3333	100	89.1667	50.8333	0	0
	100	100	0	0	0	0	100	0	92.5	0	31.6667	100	89.1667	34.1667	0	0
	100	100	0	0	0	0	100	0	0	0	55	100	0	0	0	0
	100	100	49.1667	29.1667	0	48.3333	94.1667	49.1667	47.5	50.8333	45.8333	100	60	59.1667	0	56.6667
	100	100	0	0	0	0	72.5	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	100	100	100	0	100	100	0	100	0	100	100	100	0	0
	100	100	76.6667	13.3333	50.8333	0	95.8333	75.8333	0	75.8333	0	100	76.6667	76.6667	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	22.5	0	0	0
	100	90	65	0	0	0	88.3333	0	0	80.8333	0	100	78.3333	78.3333	0	0
	100	100	100	0	0	0	100	0	0	100	0	100	100	100	0	0
	100	100	40	0	18.3333	95.8333	100	0	0	97.5	0	100	100	100	0	0
	100	100	100	0	100	81.6667	100	5.83333	0	100	0	100	100	100	0	0
	100	100	99.1667	0	99.1667	0	100	100	0	99.1667	0	100	99.1667	100	0	0
	100	100	60	0	5.83333	0	100	33.3333	0	100	0	100	100	100	0	0
	100	100	100	0	93.3333	0	100	0	75.8333	100	0	100	100	100	0	0
	100	100	100	0	100	0	100	0	100	100	0	100	100	100	0	0
	100	100	75	0	71.6667	0	100	0	70	71.6667	0	100	100	100	0	0
	100	100	0	0	0	0	0	0	0	0	34.1667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	100	100	0	0
	100	100	70.8333	0	48.3333	0	100	0	0	55	91.6667	100	100	100	0	0
	100	100	100	0	100	0	100	0	0	100	100	100	100	100	0	0
	100	100	100	0	100	0	100	0	0	100	100	100	100	100	0	0
	100	100	0	0	78.3333	0	100	92.5	0	100	94.1667	100	100	100	0	0
	100	100	73.3333	34.1667	100	65	100	100	6.66667	100	86.6667	100	100	100	0	0
	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	0
	100	100	100	49.1667	100	100	100	100	100	100	100	100	100	100	0	0
	100	100	100	0	100	23.3333	100	100	100	100	75.8333	100	100	100	0	0
	100	100	100	0	100	0	100	100	100	100	0	100	100	100	0	0
	100	100	0	0	0	0	97.5	0	0	0	9.16667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	55	0	68.3333	0	100	0	0	68.3333	100	100	68.3333	68.3333	0	0
	100	100	100	0	100	0	100	0	0	100	22.5	100	100	100	0	0
	100	100	100	0	76.6667	0	100	0	0	100	0	100	100	100	0	0
	100	100	100	0	60	0	100	0	0	100	0	100	100	100	0	0
	100	100	66.6667	95	100	0	100	95	0	100	0	100	100	100	0	0
	100	100	0	41.6667	100	0	100	98.3333	0	100	0	100	100	100	0	0
	100	100	0	0	46.6667	0	100	26.6667	0	74.1667	37.5	100	100	74.1667	0	0
	100	100	0	0	72.5	0	100	27.5	0	0	100	100	31.6667	0	0	0
	100	100	0	0	94.1667	0	100	100	0	0	89.1667	100	0	0	0	0
	100	100	0	0	0	0	100	1.66667	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	65.8333	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	59.1667	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	16.6667	0	75	0	100	92.5	92.5	0	0
	100	100	0	0	72.5	0	100	100	99.1667	100	0	100	100	100	0	0
	100	100	0	0	79.1667	0	100	74.1667	80.8333	79.1667	65.8333	100	83.3333	83.3333	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	92.5	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	99.1667	100	0	0	0	0
	100	100	29.1667	25.8333	25.8333	20.8333	95.8333	25	21.6667	25	32.5	100	26.6667	25.8333	26.6667	26.6667
	100	100	55.8333	10	0	50.8333	100	0	25	0	32.5	100	80.8333	77.5	0	2.5
	100	100	82.5	81.6667	0	72.5	96.6667	0	18.3333	0	82.5	100	82.5	82.5	0	40
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	40.8333	100	0	0	0	0
	100	100	0	0	0	0	99.1667	0	0	0	75	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	41.6667	0	0
	100	100	0	0	0	0	100	0	0	0	50.8333	100	95.8333	100	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	100	24.1667	0	0
	100	100	0	0	0	0	100	0	0	0	65	100	100	39.1667	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	100	100	0	0
	100	100	0	0	39.1667	0	100	0	0	64.1667	0	100	100	100	0	0
	100	100	0	0	100	0	100	0	0	100	20.8333	100	100	100	0	0
	100	100	0	0	97.5	0	100	0	0	100	100	100	100	100	0	0
	100	100	85.8333	0	67.5	0	100	0	0	100	4.16667	100	100	100	0	0
	100	100	100	0	100	0	100	0	0	100	31.6667	100	100	100	0	0
	100	100	69.1667	0	69.1667	0	99.1667	0	0	99.1667	100	100	99.1667	100	0	0
	100	100	0	0	0	0	100	0	0	35	17.5	100	25	33.3333	0	0
	100	100	45.8333	0	0	0	100	0	0	0	0	100	100	76.6667	0	0
	100	100	94.1667	0	0	0	100	0	0	0	0	100	100	100	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	100	53.3333	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	3.33333	0	0	0
	100	100	0	0	0	0	99.1667	0	0	0	0	100	0	4.16667	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	6.66667	0	0	9.16667	100	0	0	0	0	100	6.66667	0	0	0
	100	100	77.5	30	0	85	100	74.1667	66.6667	55.8333	45.8333	100	71.6667	55.8333	0	0
	100	100	70	0	0	0	22.5	0	0	0	0	59.1667	0	0	0	0
	100	100	34.1667	0	0	0	0	0	0	0	65.8333	91.6667	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	8.33333	100	0	0	0	0
	100	100	0	0	0	0	99.1667	0	0	20	0	91.6667	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	31.6667	100	0	0	0	0
	100	100	0	0	0	0	14.1667	0	0	0	93.3333	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	81.6667	34.1667	0	17.5	0	0	0	32.5	35.8333	0	0
	100	100	0	0	0	0	0	0	0	0	0	75.8333	0	0	0	0
	100	100	0	0	0	0	55.8333	0	0	0	88.3333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	60	100	25	0	0	0
	100	100	0	0	0	0	100	87.5	45.8333	76.6667	0	100	100	35	0	0
	100	100	0	0	0	0	100	100	90	100	0	100	100	100	0	0
	100	100	0	0	0	0	100	35	0	4.16667	0	100	63.3333	100	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	90	0	0	0	83.3333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	97.5	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	32.5	0	0	74.1667	0	0	0	0	100	0	66.6667	0	0
	100	100	0	0	0	0	100	0	0	0	83.3333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	95.8333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	70.8333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	97.5	100	0	0	0	0
	100	100	0	0	0	0	27.5	0	0	0	0	100	0	6.66667	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	100	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	73.3333	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	94.1667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	10.8333	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	85	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	88.3333	100	0	0	0	0
	100	100	0	0	0	0	63.3333	0	0	0	45	100	0	0	0	0
	100	100	0	0	0	0	99.1667	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	10.8333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	10.8333	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	12.5	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	98.3333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	64.1667	100	0	0	0	0
	100	100	0	0	0	0	99.1667	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	9.16667	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	44.1667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	79.1667	0	0	0	17.5	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	84.1667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	4.16667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	77.5	100	0	0	0	0
	100	100	0	0	0	0	48.3333	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	16.6667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	56.6667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	77.5	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	99.1667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	75.8333	100	0	0	0	0
	100	100	0	0	0	0	75	0	0	0	97.5	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	1.66667	100	0	0	0	0
	100	97.5	0	0	0	0	52.5	0	0	35	0	100	27.5	48.3333	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	95	0	0	0	0	0	0	0	0	0	99.1667	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	47.5	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	99.1667	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	97.5	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	2.5	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	71.6667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	50.8333	0	0	0	62.5	90	100	39.1667	0	0	0
	100	100	0	0	0	0	0	0	0	3.33333	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	2.5	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	20	0	0	0	0	0	97.5	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	82.5	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	39.1667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	81.6667	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	46.6667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	84.1667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	24.1667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	1.66667	100	0	0	0	0
	100	100	99.1667	0	99.1667	99.1667	100	0	0	99.1667	87.5	100	99.1667	99.1667	0	0
	100	100	54.1667	0	61.6667	61.6667	100	0	0	61.6667	100	100	72.5	73.3333	0	0
	100	100	0	20	65	0	100	0	0	65	100	100	100	100	0	0
	100	100	0	100	100	0	100	0	0	100	99.1667	100	39.1667	30.8333	0	0
	100	100	0	100	100	0	100	0	0	100	100	100	0	0	0	0
	100	100	0	99.1667	40.8333	0	100	0	0	100	55.8333	100	0	77.5	0	0
	100	100	0	8.33333	0	0	100	0	0	12.5	100	100	15	95.8333	0	0
	100	100	25.8333	0	75	0	100	0	0	100	100	100	100	100	0	0
	100	100	100	0	100	0	100	0	0	100	99.1667	100	100	100	0	0
	100	100	36.6667	0	36.6667	0	100	0	0	36.6667	41.6667	100	36.6667	36.6667	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	80	0	0
	100	100	0	0	0	0	100	0	0	79.1667	0.833333	100	94.1667	95.8333	0	0
	100	100	0	0	0	0	100	0	0	100	92.5	100	100	100	0	0
	100	100	0	0	0	0	100	0	0	100	100	100	100	100	0	0
	100	100	0	100	100	0	100	100	84.1667	100	35	100	100	100	0	0
	100	100	0	100	100	0	100	100	0	100	100	100	100	100	0	0
	100	100	0	5.83333	100	0	100	100	85	100	7.5	100	100	100	0	0
	100	100	10.8333	0	100	0	100	100	92.5	100	0	100	100	100	0	0
	100	100	100	0	100	0	100	47.5	0	100	0	100	100	100	0	0
	100	100	50.8333	0	23.3333	0	100	95	0	100	0	100	100	100	0	0
	100	100	0	0	0	0	100	100	0	100	0	100	94.1667	100	0	0
	100	100	80.8333	0	70.8333	0	100	100	0	100	0	100	100	100	0	0
	100	100	100	0	19.1667	0	100	100	0	100	0	100	100	100	0	0
	100	100	100	0	80.8333	71.6667	100	29.1667	38.3333	100	0	100	100	100	0	0
	100	100	100	0	100	100	100	0	100	100	92.5	100	100	100	0	0
	100	100	76.6667	0	100	50.8333	100	60.8333	80.8333	100	100	100	100	100	0	0
	100	100	5	0	100	0	100	100	0	100	100	100	100	100	0	0
	100	100	100	0	29.1667	0	100	78.3333	0	100	100	100	100	100	0	0
	100	100	100	0	100	0	100	75.8333	29.1667	100	100	100	100	100	0	0
	100	100	81.6667	0	81.6667	0	100	81.6667	60	81.6667	60	100	81.6667	81.6667	0	0
	100	100	100	0	100	99.1667	100	100	100	100	95	100	100	100	0	0
	100	100	100	0	100	100	100	100	92.5	100	73.3333	100	100	100	0	0
	100	100	100	23.3333	100	89.1667	100	90.8333	100	100	100	100	100	100	100	0
	100	100	100	100	100	100	100	100	100	100	100	100	100	100	96.6667	0
	100	100	100	18.3333	100	100	100	100	84.1667	100	100	100	100	100	0	15
	100	100	100	0	100	100	100	100	100	100	100	100	100	100	0	28.3333
	100	100	100	0	100	87.5	100	47.5	29.1667	100	28.3333	100	100	100	0	0
	100	100	100	0	82.5	100	100	0	0	100	0	100	100	100	0	0
	100	100	100	0	82.5	100	100	0	0	100	0	100	100	100	0	0
	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
	100	100	0	0	0	0	0	10	0	0	70.8333	100	0	0	0	0
	100	100	0	0	0	0	0	35.8333	0	0	100	100	0	0	0	0
	100	100	100	80.8333	93.3333	100	100	100	93.3333	93.3333	100	100	100	100	0	0
	100	100	100	0	100	100	100	100	100	100	100	100	100	100	0	0
	100	100	100	0	100	100	100	100	100	100	59.1667	100	100	100	0	0
	100	100	100	0	100	100	100	100	100	100	100	100	100	100	0	0
	100	100	100	0	100	25.8333	100	100	100	100	100	100	100	100	0	0
	100	100	37.5	0	33.3333	0	100	14.1667	98.3333	98.3333	81.6667	100	98.3333	100	0	0
	100	100	0	0	18.3333	0	100	54.1667	20.8333	24.1667	0	100	82.5	100	0	0
	100	100	0	0	100	0	100	99.1667	0	100	0	100	75.8333	100	0	0
	100	100	0	0	100	0	100	100	0	100	0	100	100	100	0	0
	100	100	0	0	75.8333	0	100	100	0	100	0	100	60.8333	75.8333	0	0
	100	100	0	0	0	0	100	25	0	36.6667	54.1667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	95	0	0	0	39.1667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	28.3333	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	26.6667	100	0	0
	100	100	0	0	0	0	100	0	0	0	17.5	100	100	100	0	0
	100	100	0	0	0	0	100	41.6667	0	0	100	100	83.3333	100	0	0
	100	100	0	0	0	0	100	0	0	0	35	100	0	14.1667	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	10	52.5	0	0
	100	100	0	0	0	0	100	0	0	95.8333	0	100	100	100	0	0
	100	100	0	0	0	0	100	0	0	100	0	100	19.1667	85.8333	0	0
	100	100	0	0	0	0	100	0	0	71.6667	0	100	0	77.5	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	98.3333	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	97.5	0	0	0	0	100	3.33333	10	0	0
	100	100	0	0	0	0	100	0	0	11.6667	95.8333	100	98.3333	99.1667	0	0
	100	100	98.3333	0	55.8333	0	100	0	0	100	95	100	100	100	0	0
	100	100	65.8333	0	40.8333	0	100	0	0	99.1667	0	100	99.1667	99.1667	0	0
	100	100	28.3333	0	70	0	100	0	4.16667	99.1667	0	100	100	100	0	0
	100	100	100	0	100	0	100	0	100	100	0	100	100	100	0	0
	100	100	100	0	54.1667	0	100	0	97.5	100	0	100	100	100	0	0
	100	100	100	0	100	0	100	0	100	100	0	100	100	100	0	0
	100	100	100	0	100	0	100	0	100	100	0	100	100	100	0	0
	100	100	22.5	0	100	0	100	0	0	100	0	100	94.1667	94.1667	0	0
	100	100	100	0	100	0	100	82.5	0	100	0	100	100	100	0	0
	100	100	97.5	0	97.5	0	100	99.1667	33.3333	100	0	100	100	100	0	0
	100	100	100	0	100	78.3333	100	100	100	100	25.8333	100	100	100	0	0
	100	100	100	0	100	100	100	100	57.5	100	54.1667	100	100	100	0	0
	100	100	87.5	0	60.8333	31.6667	100	36.6667	0	100	0	100	100	100	0	0
	100	100	38.3333	0	40	0	100	50	0	66.6667	0	100	91.6667	77.5	0	0
	100	100	0	0	100	0	100	100	0	83.3333	0	100	54.1667	2.5	0	0
	100	100	0	0	100	0	100	95	0	100	0	100	100	86.6667	0	0
	100	100	56.6667	0	10	0	100	0	0	97.5	0	100	97.5	97.5	0	0
	100	100	100	0	95	0	100	0	0	55.8333	0	100	100	100	0	0
	100	100	100	0	64.1667	18.3333	100	0	52.5	100	0	100	100	100	0	0
	100	100	90.8333	0	99.1667	100	100	0	100	100	0	100	100	100	0	0
	100	100	100	0	100	100	100	0	100	100	0	100	100	100	0	0
	100	100	44.1667	0	67.5	44.1667	100	0	82.5	67.5	0	100	67.5	70	0	0
	100	100	30.8333	0	0	0	0	25	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	99.1667	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	71.6667	0	0	0	83.3333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	99.1667	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	39.1667	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0.833333	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	97.5	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	62.5	100	0	0	0	0
	100	100	0	0	0	0	54.1667	0	0	55	0	100	40.8333	0	0	0
	100	100	0	0	0	0	94.1667	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	60.8333	0	100	0	0	0	0
