																																				
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	Undetermined_S0_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	Undetermined_S0_L001_identity	ZL10_S3_L001_identity
HtGene1078	660	36.2	660	660	476	0	446	197	623	418	185	554	85	660	578	576	0	586	0	100.0	100.0	94.0	0	95.0	100.0	94.5	87.3	98.0	92.1	100.0	98.9	91.5	92.2	0	99.5	100.0
HtGene1080	2169	34.0	2169	2169	1582	186	1881	582	2169	2002	1369	2146	585	2169	2114	2141	130	1960	0	48.8	48.8	51.8	75.5	49.5	59.8	47.6	50.3	53.0	48.4	67.2	49.1	47.7	47.6	88.5	48.4	88.2
HtGene1092	702	31.9	658	615	123	0	123	0	658	104	0	123	346	658	293	123	0	595	0	100.0	100.0	92.7	100.0	100.0	0	95.0	90.8	100.0	92.7	100.0	100.0	96.7	96.8	0	99.3	0
HtGene1093	588	35.7	588	588	360	0	377	0	588	0	0	341	184	588	447	464	0	467	0	100.0	100.0	96.2	0	93.3	100.0	94.9	84.8	0	95.2	98.8	99.8	90.4	90.6	0	97.7	0
HtGene1101	3189	27.5	3189	3189	0	0	0	0	1889	0	0	0	748	3189	0	94	0	2148	0	50.1	50.1	0	0	0	84.0	62.1	94.6	0	90.0	67.4	48.6	86.2	91.5	96.2	50.5	0
HtGene1112	1647	26.6	1647	1631	0	0	261	0	1079	113	0	285	444	1580	264	429	10	970	0	99.9	99.9	100.0	0	95.1	0	95.9	90.5	100.0	97.8	98.9	97.3	99.5	98.9	100.0	100.0	96.0
HtGene1120	2559	29.3	2559	2556	695	0	775	510	2399	590	393	845	1233	2559	1255	1320	34	2031	0	51.5	51.5	75.5	0	74.8	77.0	52.7	72.7	80.4	73.0	59.1	51.7	68.7	65.2	97.1	53.4	0
HtGene1129	2595	35.1	2595	2595	50	0	0	0	2595	555	198	0	1453	2595	902	1050	0	2352	0	49.7	49.7	77.3	0	0	0	48.5	72.2	86.5	80.2	63.2	49.6	72.2	66.7	89.9	48.8	0
HtGene1134	1791	30.4	1791	1791	519	0	364	0	1723	0	0	577	613	1791	587	586	0	1571	0	49.9	49.9	58.8	64.8	57.4	0	50.5	66.7	0	58.1	56.2	49.1	55.5	54.4	78.2	50.4	0
HtGene1141	4764	28.8	4764	4764	434	0	269	0	3013	1366	191	883	834	4747	1498	1667	0	2756	0	100.0	100.0	98.9	0	100.0	100.0	94.9	88.5	100.0	99.5	99.3	98.6	96.6	96.8	100.0	99.6	98.6
HtGene1145	1626	36.5	1626	1626	470	0	519	230	1566	676	264	488	662	1626	839	873	0	1271	0	53.0	53.0	71.5	86.3	72.8	76.1	51.8	68.7	73.1	74.5	63.0	53.1	68.8	66.0	0	52.7	0
HtGene1160	3072	31.9	3072	3072	334	0	572	377	3072	642	256	1052	1529	3072	960	1080	528	2758	0	100.0	100.0	96.9	98.1	97.1	100.0	93.8	85.7	98.7	94.1	99.5	99.4	94.1	94.0	94.6	99.7	0
HtGene1163	1884	31.0	1884	1884	354	0	487	0	1883	810	0	791	718	1884	990	1010	0	1683	0	100.0	100.0	100.0	100.0	97.6	100.0	94.1	86.0	100.0	97.9	99.4	99.3	96.3	95.5	0	99.6	0
HtGene1167	1788	31.3	1788	1788	1243	0	1218	0	1599	1288	440	1515	905	1788	1599	1599	0	1554	0	48.9	48.9	52.7	81.4	52.4	70.4	50.5	53.9	70.7	49.6	51.2	48.3	50.6	50.5	51.7	48.2	0
HtGene1168	426	34.5	426	426	402	0	416	184	416	416	131	416	167	426	416	416	0	379	0	100.0	100.0	95.2	0	94.0	97.6	96.6	88.5	96.4	92.8	100.0	99.8	91.6	93.3	0	99.5	0
HtGene1173	5639	36.0	5623	5529	0	0	0	0	1416	708	0	182	2931	5533	0	0	72	4883	0	47.6	48.1	92.7	0	0	0	75.6	77.4	87.0	93.0	59.0	47.9	77.6	81.7	91.4	48.1	86.6
HtGene1175	849	33.2	849	849	602	0	435	371	849	451	258	579	148	849	779	766	0	744	0	100.0	100.0	95.6	0	96.6	97.0	94.7	88.3	100.0	95.8	99.4	99.5	91.1	92.0	0	99.7	0
HtGene1178	4212	26.6	4206	4164	0	0	0	0	2960	287	0	0	1099	4160	0	209	0	3546	0	48.7	48.6	85.4	92.6	92.8	0	54.2	87.3	0	88.3	73.0	49.0	77.9	77.7	0	49.7	0
HtGene1179	1605	32.0	1605	1605	858	0	1035	366	1531	1052	492	1032	541	1605	1275	1277	0	1362	0	100.0	100.0	98.6	0	96.5	100.0	94.7	88.7	97.1	93.8	99.4	99.0	93.1	92.3	99.3	99.4	0
HtGene1185	981	32.0	981	980	202	0	302	183	364	364	74	362	212	981	364	364	0	657	0	100.0	100.0	100.0	100.0	99.4	100.0	95.0	89.6	100.0	98.9	99.2	98.2	93.1	92.0	0	99.4	0
HtGene1191	7925	25.0	7924	7865	0	0	414	0	1281	410	226	784	1705	7502	426	474	0	5788	0	50.8	50.8	84.0	70.9	62.3	81.4	64.1	65.6	76.7	65.4	68.2	52.7	58.0	60.7	93.3	51.3	95.0
HtGene1192	1416	28.0	1416	1416	0	0	0	0	1259	0	0	0	286	1416	0	0	0	1315	0	51.3	51.3	0	0	0	0	54.1	95.1	0	0	69.2	53.7	85.4	84.9	0	52.9	0
HtGene1195	2796	28.1	2796	2796	0	0	0	0	2063	32	0	0	699	2796	0	0	0	2358	0	53.3	53.4	0	0	0	0	57.2	96.9	0	92.5	72.9	52.8	89.3	93.6	0	53.8	0
HtGene1196	2634	31.7	2634	2634	832	0	959	0	2634	753	249	1195	1215	2634	2147	2131	0	2360	0	53.0	53.0	65.9	0	71.5	87.0	51.2	74.9	74.0	62.8	60.0	53.2	57.1	55.5	0	53.8	0
HtGene1205	1608	34.1	1608	1608	863	236	440	486	1608	1500	302	778	526	1608	1455	1479	0	1429	0	49.4	49.4	62.8	87.3	70.2	72.9	51.7	49.5	81.5	57.6	71.1	50.9	52.5	51.1	0	52.1	0
HtGene1206	1731	33.2	1731	1731	207	0	0	0	1580	0	0	428	398	1731	471	513	0	1524	0	47.6	47.6	77.3	0	78.4	81.7	48.9	84.5	0	75.5	61.6	47.7	64.4	65.6	93.3	48.6	0
HtGene1210	6372	25.6	6371	6180	0	0	0	0	3173	0	0	0	1827	6243	0	200	0	3928	0	51.5	51.6	0	0	0	0	66.3	0	89.0	0	67.4	51.3	86.4	81.1	81.8	52.9	0
HtGene1215	963	33.2	963	947	0	0	272	0	910	110	115	345	222	914	304	311	0	777	0	49.2	49.8	80.1	82.5	66.4	87.3	51.5	75.5	70.0	65.6	63.8	49.3	51.2	64.9	0	51.2	0
HtGene1223	288	36.5	288	288	0	0	0	0	179	178	0	0	0	288	0	0	0	278	0	100.0	100.0	0	99.4	0	0	96.3	84.3	0	0	0	98.6	0	0	0	98.2	0
HtGene1224	3234	30.0	3234	3211	342	0	58	0	2575	689	0	723	393	3217	996	1055	35	2386	0	100.0	100.0	99.5	0	100.0	0	97.0	88.6	0	98.0	99.3	99.0	96.7	98.7	100.0	99.6	0
HtGene1228	735	30.5	735	731	217	0	569	180	735	353	0	636	0	731	417	587	0	669	0	51.7	51.7	54.8	64.1	54.6	68.3	50.2	53.6	49.8	47.3	64.4	51.0	52.8	53.7	0	49.8	0
HtGene1229	546	29.7	546	546	170	0	247	0	546	507	0	520	0	546	532	534	0	489	0	99.8	100.0	98.1	0	96.3	0	96.0	89.5	100.0	93.2	99.8	99.5	94.6	94.3	0	98.4	0
HtGene1232	1596	36.7	1596	1596	333	0	580	277	1491	1056	315	835	767	1596	1066	1023	0	1437	0	48.1	48.1	69.4	84.2	64.3	77.0	49.5	56.1	67.8	58.6	59.5	48.4	54.9	50.4	0	49.4	85.9
HtGene1239	4146	29.3	4146	4146	380	0	510	0	2926	0	0	669	648	4146	465	499	0	3281	0	51.8	51.8	83.1	0	78.7	90.7	56.2	91.1	82.2	79.8	71.3	51.7	83.7	78.1	87.3	54.5	89.2
HtGene1243	4818	37.5	4817	4818	0	0	282	0	4544	1417	165	790	1583	4818	782	1037	192	3936	0	49.4	49.4	63.4	90.8	64.8	63.0	50.5	67.5	67.4	70.5	61.8	49.9	71.7	72.4	65.7	49.6	0
HtGene1244	1194	31.5	1194	1194	126	0	219	182	1097	268	0	413	1056	1194	449	450	0	1057	0	51.6	51.6	77.0	82.4	67.8	76.5	53.5	74.5	0	64.4	51.7	51.5	57.4	72.7	86.5	52.5	0
HtGene1245	840	34.3	840	840	434	0	284	0	840	583	258	420	179	840	487	483	0	728	0	100.0	100.0	97.7	0	100.0	0	95.1	86.9	100.0	95.5	99.8	99.8	95.4	91.7	0	99.2	0
HtGene1246	573	32.3	573	573	0	0	0	0	573	0	172	194	0	573	192	257	0	524	0	52.7	52.7	70.7	0	0	0	53.1	0	70.1	66.7	86.1	52.5	56.1	63.1	0	54.3	0
HtGene1255	2538	30.5	2538	2538	128	184	0	0	2328	632	144	257	1171	2538	1353	1870	0	2290	0	51.7	51.8	72.4	91.8	89.3	88.8	51.9	76.7	86.5	69.4	66.9	51.7	60.2	56.2	0	51.5	0
HtGene1260	2490	34.2	2486	2484	691	337	918	426	1673	1040	417	1048	325	2486	1131	1084	33	1685	0	100.0	100.0	97.7	96.2	97.0	100.0	95.6	90.2	98.7	95.2	99.2	99.2	95.6	95.6	100.0	99.4	100.0
HtGene1265	1191	32.8	1176	1180	0	0	0	0	0	0	0	0	579	1180	0	0	229	1176	0	50.7	50.6	0	0	81.9	0	73.9	0	0	0	64.1	49.3	0	0	83.4	50.7	0
HtGene1266	6990	28.8	6979	6990	0	0	0	0	0	0	0	0	4591	6651	51	83	0	6789	0	99.8	99.9	100.0	93.2	0	99.5	99.4	100.0	100.0	100.0	98.0	97.1	99.9	99.9	100.0	99.8	100.0
HtGene1267	3039	30.6	3031	3039	0	0	0	0	0	0	0	0	2480	3039	97	365	0	3021	0	99.9	100.0	100.0	100.0	0	100.0	100.0	100.0	0	100.0	97.4	97.1	99.9	99.8	100.0	99.9	100.0
HtGene1275	459	30.9	459	457	0	0	134	0	417	316	0	257	0	445	270	312	0	256	0	100.0	100.0	0	0	100.0	100.0	94.5	87.6	0	95.3	0	99.6	93.1	90.5	0	99.8	0
HtGene1277	1173	32.2	1173	1173	77	0	254	0	1040	577	0	438	373	1173	376	414	0	1004	0	100.0	100.0	100.0	0	100.0	0	94.2	86.6	100.0	97.2	99.7	99.3	98.7	100.0	0	99.3	0
HtGene1288	2136	30.1	2136	2136	0	0	0	0	1699	140	0	0	917	2136	184	0	0	1499	0	100.0	100.0	0	0	0	0	94.4	85.5	0	98.8	98.5	98.6	100.0	0	0	98.6	0
HtGene1291	2907	32.3	2907	2907	1713	0	1677	793	2887	1345	751	1959	1023	2907	2766	2769	0	2579	0	51.4	51.4	60.4	0	65.3	67.0	50.2	62.8	69.8	59.3	60.4	51.8	52.2	50.0	0	50.3	0
HtGene1292	2307	27.1	2307	2072	315	0	309	130	1539	274	170	449	544	2193	470	511	0	1948	0	47.2	50.8	83.3	0	82.7	75.9	58.3	83.1	76.8	79.7	70.5	48.0	78.9	76.7	89.7	50.6	0
HtGene1294	4170	32.1	4165	4170	304	0	0	0	2600	170	0	668	713	4170	679	736	0	2639	0	99.9	99.9	96.9	98.7	100.0	0	95.2	98.2	0	95.0	98.9	98.4	98.7	98.4	0	99.7	0
HtGene1296	2304	32.1	2304	2304	130	0	216	0	2150	0	0	345	971	2304	450	631	209	1885	142	47.0	47.0	66.0	72.1	70.1	54.8	47.2	75.3	0	65.2	51.7	46.6	53.4	51.7	75.4	47.5	78.2
HtGene1299	594	31.5	594	594	342	0	321	238	431	361	225	382	53	594	400	404	0	545	195	100.0	100.0	99.5	0	95.9	95.9	96.1	86.0	98.0	94.2	99.3	99.0	91.2	91.9	87.3	99.6	100.0
HtGene1302	618	32.2	618	618	95	0	206	0	602	0	108	214	263	618	212	220	0	532	0	51.9	52.4	78.7	0	66.8	0	51.8	0	68.7	69.4	63.7	52.4	70.0	55.4	96.4	52.4	0
HtGene1309	1254	31.6	1254	1254	0	0	0	0	1248	209	0	0	448	1254	0	0	0	1105	0	52.5	52.5	0	0	0	0	51.7	74.2	0	0	65.5	52.2	84.0	90.5	0	53.3	85.2
HtGene1310	1371	26.9	1371	1288	0	0	0	0	759	379	0	0	0	1368	205	225	0	834	0	100.0	100.0	0	0	100.0	0	98.3	83.5	0	0	99.6	99.0	96.5	94.0	0	99.9	0
HtGene1314	1887	24.6	1887	1887	450	114	199	312	1346	480	248	475	122	1887	622	687	0	1640	0	100.0	100.0	96.8	100.0	100.0	98.1	96.7	89.2	100.0	97.3	99.1	98.6	95.8	93.7	0	99.6	0
HtGene1316	543	24.5	543	543	0	0	0	0	380	0	0	0	0	543	0	0	0	510	0	100.0	100.0	0	0	0	0	95.2	0	0	0	0	99.3	0	0	0	99.8	0
HtGene1319	3966	28.9	3966	3966	217	0	504	243	3845	760	0	698	1559	3966	868	1011	0	3379	0	51.1	51.2	85.2	0	85.3	89.3	51.8	76.9	91.5	82.5	60.5	50.7	75.1	71.4	0	51.5	0
HtGene1328	1308	34.8	1308	1308	726	0	815	160	1214	898	530	779	757	1308	949	1091	0	1137	0	50.2	50.2	55.7	0	60.0	85.6	51.4	51.0	55.8	60.8	61.2	50.1	57.1	55.1	0	50.1	0
HtGene1336	1317	24.8	1317	1317	0	0	0	0	1020	64	0	0	0	1317	0	0	56	934	0	99.8	99.8	0	0	99.0	100.0	96.4	100.0	0	98.4	97.8	98.2	0	100.0	100.0	99.5	100.0
HtGene1339	774	37.3	774	774	0	0	204	0	766	191	0	270	224	774	462	318	0	660	0	50.9	50.9	61.4	0	56.5	0	49.1	56.0	65.7	53.8	60.0	50.9	50.8	52.0	0	47.1	0
HtGene1344	1137	30.7	1137	1137	0	0	0	0	993	0	0	0	209	1137	0	0	99	962	0	50.8	50.8	0	0	0	0	52.2	0	0	0	70.8	52.7	84.6	0	87.9	50.5	0
HtGene1350	2115	28.7	2115	2115	247	0	173	209	1272	265	0	495	327	2115	628	764	0	1228	0	100.0	99.9	96.9	0	100.0	100.0	94.4	89.7	0	98.3	99.0	99.0	95.1	93.0	0	99.9	0
HtGene1351	2775	32.0	2775	2690	328	0	175	0	2772	847	0	362	174	2690	1010	1060	0	2367	0	100.0	100.0	100.0	0	99.7	0	94.4	88.4	0	97.4	99.3	99.2	95.7	96.5	0	99.7	0
HtGene1356	2433	33.6	2433	2431	2051	272	1937	1424	2433	2283	1204	2200	894	2432	2392	2416	166	2165	0	50.6	50.6	51.1	84.2	55.4	63.4	49.8	52.3	54.9	52.1	60.7	50.7	49.0	48.8	83.9	50.0	0
HtGene1362	1518	28.7	1517	1462	262	0	648	0	1506	606	0	690	312	1518	665	739	71	1351	0	100.0	100.0	100.0	0	97.6	0	94.7	87.1	100.0	96.7	99.7	99.2	93.3	93.5	97.2	99.6	100.0
HtGene1364	1761	27.8	1760	1752	0	0	0	0	1030	0	0	0	720	1761	252	416	0	1286	0	52.3	52.5	0	0	0	0	61.8	0	0	0	72.2	52.5	77.6	71.1	0	55.2	0
HtGene1369	2303	23.4	2293	2178	0	0	0	0	1232	0	0	0	710	2066	0	0	0	1574	0	49.0	49.6	0	0	0	0	58.1	44.0	0	0	66.3	50.0	74.0	87.8	0	49.3	86.6
HtGene1371	1347	38.2	1347	1347	906	0	912	527	1304	944	911	959	461	1347	977	994	0	1108	0	99.9	99.9	97.7	0	93.7	98.2	95.3	85.7	97.1	92.6	99.5	99.3	90.7	90.7	0	98.2	0
HtGene1384	2022	30.0	2022	2022	148	0	0	0	1965	0	0	181	576	2016	379	332	0	1770	0	100.0	100.0	100.0	0	100.0	0	96.0	85.3	100.0	100.0	98.8	98.6	96.7	98.8	100.0	99.8	0
HtGene1400	6051	28.8	6047	6050	0	0	208	191	2315	347	0	283	1058	5962	400	272	105	4858	0	48.7	48.7	88.0	0	87.9	89.2	68.9	86.8	0	87.3	67.8	48.4	83.8	85.0	94.7	49.6	87.4
HtGene1401	1893	32.9	1893	1893	0	0	0	170	960	137	0	0	778	1893	186	221	0	1694	0	47.6	47.6	83.1	0	0	81.8	60.4	68.2	0	0	63.4	48.1	79.9	72.5	0	47.8	0
HtGene1407	714	29.0	714	714	0	0	0	0	714	0	0	0	73	714	0	76	0	632	0	100.0	100.0	0	0	0	0	95.4	0	0	0	99.0	98.7	0	100.0	0	100.0	0
HtGene1410	5130	26.5	5130	5099	0	0	0	0	2249	56	0	0	430	5130	0	0	0	4247	0	100.0	100.0	98.9	0	98.6	0	98.0	98.0	0	0	98.3	98.7	100.0	100.0	100.0	99.5	0
HtGene1419	2715	26.6	2715	2715	146	0	210	0	2216	271	0	580	467	2715	759	814	0	1997	0	100.0	100.0	99.6	0	99.0	0	95.7	87.6	100.0	95.2	99.3	99.0	94.2	94.7	0	99.3	0
HtGene1425	699	29.8	699	699	111	0	356	0	699	640	0	580	375	699	355	328	0	615	0	100.0	100.0	100.0	0	100.0	0	95.1	87.4	100.0	93.3	99.3	99.1	100.0	94.6	0	99.8	98.9
HtGene1437	741	37.4	741	741	132	0	112	0	711	573	0	138	366	741	385	391	0	596	0	47.2	47.2	50.3	70.8	44.9	0	47.1	43.6	63.1	56.5	52.8	46.7	53.4	52.4	60.2	48.8	0
HtGene1439	489	30.1	489	489	273	0	207	0	489	220	0	252	390	489	389	392	0	426	0	100.0	100.0	97.9	0	100.0	100.0	94.1	88.8	100.0	100.0	99.1	99.2	93.5	93.9	0	99.5	0
HtGene1445	921	26.2	921	921	228	0	0	0	503	0	0	342	77	921	367	501	0	576	0	100.0	99.9	96.3	0	100.0	0	97.4	0	0	94.7	99.8	99.1	96.3	93.7	0	99.7	0
HtGene1451	1752	26.7	1752	1752	0	0	0	0	1133	0	0	0	691	1752	0	0	0	1381	0	51.0	51.0	86.4	0	0	0	61.1	0	0	0	63.9	51.6	0	83.1	0	51.5	0
HtGene1453	1623	34.0	1623	1623	0	0	0	0	1526	490	0	0	864	1623	381	388	0	1430	0	53.0	53.0	88.8	0	88.1	0	53.1	70.8	90.0	86.1	64.0	52.6	71.2	78.9	0	54.3	0
HtGene1454	4248	30.6	4248	4248	0	0	0	0	1344	79	0	0	1138	4248	0	229	278	4019	0	49.3	49.4	84.9	0	0	73.2	67.0	71.4	72.3	88.0	57.8	48.6	70.9	69.1	85.4	49.7	0
HtGene1456	2715	32.2	2715	2715	593	0	559	328	2284	1242	0	724	1124	2715	1774	1526	0	2330	0	50.8	50.8	70.6	0	79.8	76.9	53.5	64.1	86.7	69.8	67.4	51.8	57.6	62.2	89.1	54.1	83.2
HtGene1464	504	35.9	504	471	0	0	0	0	471	141	0	0	163	471	0	0	0	439	0	100.0	100.0	0	0	0	0	97.0	88.1	0	0	100.0	99.8	100.0	100.0	0	99.8	0
HtGene1465	873	32.0	873	873	0	0	0	0	831	0	0	0	694	873	126	176	0	730	0	100.0	100.0	0	0	0	0	93.8	0	0	0	99.4	99.5	98.1	98.2	0	99.6	0
HtGene1467	8022	30.9	8022	7728	0	0	0	0	800	96	0	0	1548	7933	0	125	61	6100	0	100.0	100.0	99.4	0	99.4	0	100.0	99.1	99.6	0	99.2	98.7	99.2	99.7	100.0	100.0	0
HtGene1474	3177	30.5	3177	3177	222	0	287	0	3074	150	0	832	709	3177	731	844	0	2875	0	50.2	50.2	84.6	0	83.3	85.6	51.1	88.3	0	74.1	77.3	50.1	72.3	68.7	87.3	51.8	0
HtGene1479	5856	28.0	5853	5775	0	0	0	0	4506	829	0	93	1101	5856	150	144	0	3556	0	100.0	100.0	0	100.0	100.0	0	96.1	88.3	0	100.0	99.2	99.0	99.9	99.4	0	99.4	0
HtGene1480	501	33.3	500	275	0	0	0	0	358	224	0	0	0	401	0	0	0	266	0	43.9	43.9	0	0	0	43.4	49.0	45.9	0	0	53.8	44.1	0	0	0	43.3	0
HtGene1484	1377	31.1	1377	1377	100	0	0	0	1293	128	0	191	672	1377	214	202	0	1228	0	100.0	100.0	100.0	0	99.6	0	94.9	93.9	0	100.0	99.1	98.8	100.0	90.5	0	99.5	0
HtGene1491	1248	35.0	1246	1108	0	0	0	0	740	76	0	0	209	1094	0	0	0	657	0	99.8	100.0	0	0	0	0	97.1	100.0	0	0	99.7	98.6	100.0	100.0	0	99.8	0
HtGene1494	1230	30.6	1230	1230	274	0	750	0	1166	804	0	1024	448	1230	1114	1136	0	1125	0	50.4	50.4	62.5	0	55.9	84.7	51.6	54.3	0	51.4	70.7	50.9	51.9	49.9	0	50.7	0
HtGene1496	8214	27.4	8214	8171	271	0	0	0	7363	1210	0	228	1945	8178	1222	1193	155	6976	0	48.8	48.8	86.2	92.1	89.9	69.0	51.2	71.1	0	83.5	70.5	49.5	78.6	74.0	75.1	50.5	0
HtGene1498	1248	37.3	1248	1248	1134	0	1078	484	1248	1156	784	1168	848	1248	1170	1170	147	1141	0	49.5	49.5	50.7	76.0	50.9	58.5	51.1	52.1	55.6	51.4	52.4	49.5	52.2	51.7	81.6	50.5	0
HtGene1500	4986	30.1	4986	4986	0	0	0	0	3249	0	0	0	1201	4983	164	186	0	3698	0	100.0	100.0	98.3	98.2	0	0	94.2	99.6	0	0	99.2	99.0	98.5	99.0	100.0	99.8	0
HtGene1501	5160	28.2	5157	5160	0	0	0	0	3589	0	0	0	2199	5006	192	0	0	4368	0	50.3	50.2	89.4	0	0	0	57.6	97.3	0	83.9	65.4	50.6	81.6	84.2	0	52.3	0
HtGene1505	1206	33.9	1206	1206	294	0	573	126	1206	780	123	766	301	1206	433	478	0	1015	0	100.0	100.0	93.5	0	95.8	100.0	93.9	85.1	100.0	94.8	98.6	99.2	93.9	95.3	0	99.4	0
HtGene1507	3063	30.7	3063	2996	600	0	581	0	2604	975	213	807	603	3063	785	799	0	2396	0	100.0	100.0	97.6	100.0	96.5	100.0	94.7	88.2	96.1	95.7	99.4	99.2	94.0	96.4	0	99.7	0
HtGene1508	6533	25.0	6533	6335	96	0	0	0	1123	347	0	122	1098	6249	88	83	0	3773	0	48.1	48.1	74.2	0	0	0	61.9	69.4	76.9	88.1	65.9	48.6	67.7	66.4	80.0	49.4	76.2
HtGene1519	657	36.4	657	657	534	127	543	445	657	585	648	644	499	657	656	657	0	602	0	50.8	50.8	51.6	72.5	51.2	62.0	51.9	50.8	51.1	50.7	52.8	50.4	49.5	49.5	0	50.5	0
HtGene1524	1131	28.6	1131	1131	0	0	0	0	889	0	0	250	76	1131	424	458	0	962	0	52.2	52.2	0	0	82.3	0	51.2	0	79.2	70.7	69.3	51.8	66.3	64.6	0	51.9	0
HtGene1525	1479	26.9	1478	1455	177	0	551	0	1361	381	0	848	300	1423	766	990	0	1227	0	51.1	51.0	73.8	0	66.5	0	51.4	62.7	24.0	60.0	73.3	51.5	62.2	57.8	11.3	51.9	0
HtGene1534	2262	29.2	2262	2253	0	0	123	0	1830	227	0	697	664	2010	780	938	0	1701	0	100.0	100.0	100.0	0	99.7	0	96.3	88.8	100.0	94.2	99.1	99.2	95.9	98.7	100.0	99.4	0
HtGene1536	5286	29.5	5281	5286	79	0	301	0	2144	269	0	370	777	5257	438	421	386	3575	0	99.9	99.9	100.0	0	96.3	98.9	97.8	96.4	100.0	96.1	98.8	98.4	99.1	98.5	99.8	99.9	0
HtGene1540	7845	31.9	7842	7845	0	0	0	0	443	31	0	0	2714	7720	0	300	0	5470	0	100.0	99.9	0	98.6	0	100.0	96.2	99.0	98.9	0	98.1	97.8	100.0	100.0	100.0	99.9	100.0
HtGene1549	1758	34.6	1758	1758	934	147	1238	284	1758	1550	688	1570	1034	1758	1693	1673	393	1537	0	49.7	49.7	57.1	80.2	54.8	78.7	49.7	52.7	65.8	52.3	51.4	50.7	49.6	51.0	79.9	50.9	86.5
HtGene1550	3396	33.8	3394	3390	0	0	0	0	2628	0	0	0	1459	3392	0	123	62	2910	0	49.4	49.2	0	0	0	0	54.7	84.8	0	94.0	64.0	50.4	83.7	68.0	71.0	50.3	0
HtGene1554	2490	28.2	2488	2443	239	0	290	0	1746	367	0	345	1042	2473	476	439	0	2092	0	49.3	49.3	72.7	0	63.5	0	53.7	74.1	0	68.0	63.7	48.1	72.5	61.4	0	48.5	0
HtGene1557	1672	25.7	1672	1563	0	0	0	0	1406	196	0	0	142	1672	120	0	0	931	0	100.0	100.0	0	0	0	0	95.0	86.6	0	0	99.8	99.0	100.0	0	0	98.1	0
HtGene1559	1347	31.6	1347	1347	151	0	203	0	1245	181	0	208	606	1347	286	282	0	1217	0	100.0	100.0	100.0	100.0	92.9	0	94.7	87.3	0	96.5	99.1	99.2	92.4	98.7	0	100.0	0
HtGene1563	501	25.1	501	395	0	0	0	0	359	0	0	0	383	393	0	41	0	380	0	50.3	50.3	0	0	0	0	53.1	0	0	0	50.9	50.1	0	62.1	0	51.6	0
HtGene1572	588	31.1	588	588	0	0	0	0	587	211	0	160	169	588	181	175	0	507	0	100.0	100.0	0	0	0	0	94.4	86.2	0	100.0	99.6	99.5	97.4	100.0	0	99.8	0
HtGene1574	540	32.6	540	540	0	0	0	0	509	94	0	0	126	540	0	0	0	438	0	52.6	52.6	0	0	0	0	53.9	52.1	0	0	60.8	52.6	68.1	90.0	0	52.0	0
HtGene1577	513	32.4	513	489	0	0	0	0	500	267	0	0	0	513	116	0	0	383	0	100.0	100.0	0	100.0	0	0	96.0	91.5	0	0	100.0	99.8	100.0	0	0	98.2	0
HtGene1581	906	32.0	900	780	0	0	0	0	670	285	0	167	1	705	221	231	0	512	0	100.0	100.0	0	0	0	0	97.1	88.3	100.0	100.0	99.5	99.2	98.2	100.0	0	99.3	0
HtGene1582	3279	35.4	3279	3279	911	0	1057	0	2334	768	251	1247	1462	3279	1420	1295	35	2908	0	49.2	49.2	73.3	87.3	75.8	0	56.1	76.6	85.7	72.1	62.7	48.7	65.3	63.6	86.1	49.9	0
HtGene1585	1118	30.8	1117	1053	153	0	0	0	286	0	0	162	0	1117	187	266	0	650	0	48.1	48.3	76.1	0	0	0	64.3	0	0	67.9	58.2	48.3	62.5	67.2	40.0	47.4	72.6
HtGene1589	1374	36.2	1374	1374	865	0	862	301	1374	818	540	958	512	1374	903	891	0	1214	0	100.0	100.0	92.5	100.0	94.6	96.4	93.3	84.1	98.7	93.1	99.6	99.5	92.8	90.5	0	99.5	100.0
HtGene1591	2613	25.3	2613	2499	0	0	535	0	2402	271	0	610	546	2613	732	1100	0	1915	0	100.0	100.0	100.0	0	94.6	0	94.9	87.5	0	99.1	99.8	99.0	95.8	97.9	99.5	99.5	0
HtGene1595	1269	29.7	1257	1257	0	0	0	0	106	112	0	0	328	1249	0	0	0	963	0	99.9	100.0	0	0	0	0	100.0	100.0	0	0	98.8	98.4	99.8	100.0	100.0	99.6	0
HtGene1603	1110	23.1	1110	1102	0	0	285	0	1110	206	200	279	0	1110	348	243	0	945	0	52.8	52.8	0	0	82.1	0	52.3	73.2	81.0	79.7	73.1	53.2	64.5	67.1	0	52.6	0
