																																																		
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	ZL10_S3_L001_identity	102-11C_S3_L001_coverage	126-11c_S9_L001_coverage	1ES86798_S2_L001_coverage	1EV02973_S11_L001_coverage	1EV02981_S8_L001_coverage	2KK58589_S7_L001_coverage	2KR049010_S2_L001_coverage	512022_S1_L001_coverage	BL37577_S10_L001_coverage	BL37590_S4_L001_coverage	C00413_S5_L001_coverage	C00434_S6_L001_coverage	CC50362-2_S1_L001_coverage	CC50362-3_S4_L001_coverage	IMIN44_S12_L001_coverage	ZL10_S3_L001_coverage
HtGene2353	777	35.0	777	777	206	0	0	0	777	0	0	0	136	777	309	359	0	0	100.0	99.9	85.9	0	0	0.0	90.5	0	0	0	38.8	98.7	46.6	45.1	0	0	100.0	100.0	26.5	0.0	0.0	0.0	100.0	0.0	0.0	0.0	17.5	100.0	39.8	46.2	0.0	0.0
HtGene2363	3078	28.2	3078	3078	931	0	682	393	3000	385	261	1365	1698	3078	1793	1844	37	69	100.0	100.0	56.4	0	55.5	39.8	89.0	45.8	27.1	65.0	80.1	98.9	69.5	72.3	59.7	25.8	100.0	100.0	30.2	0.0	22.2	12.8	97.5	12.5	8.5	44.3	55.2	100.0	58.3	59.9	1.2	2.2
HtGene2365	510	29.4	510	510	167	0	117	0	414	0	0	236	0	510	280	280	0	0	100.0	100.0	86.8	0	69.6	0.0	80.0	0	0.0	79.6	0	99.2	87.2	76.3	0	0	100.0	100.0	32.7	0.0	22.9	0.0	81.2	0.0	0.0	46.3	0.0	100.0	54.9	54.9	0.0	0.0
HtGene2366	2598	34.2	2598	2598	1917	0	1870	1346	2597	1629	1536	1901	605	2598	1949	1948	143	0	100.0	100.0	87.1	0.0	87.5	72.8	92.0	83.2	81.7	87.7	48.1	99.3	75.2	75.8	32.9	0.0	100.0	100.0	73.8	0.0	72.0	51.8	100.0	62.7	59.1	73.2	23.3	100.0	75.0	75.0	5.5	0.0
HtGene2370	2373	26.8	2373	2373	0	0	0	0	525	0	0	0	166	2373	0	0	0	0	100.0	100.0	0	0.0	0	0.0	49.3	0	0	0	20.0	98.0	0.0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	22.1	0.0	0.0	0.0	7.0	100.0	0.0	0.0	0.0	0.0
HtGene2380	1176	29.0	1176	1176	122	0	0	0	815	0	0	158	248	1176	221	532	0	0	100.0	100.0	83.6	0	0	0	73.7	0.0	0	51.8	98.4	98.6	62.4	75.6	0	0	100.0	100.0	10.4	0.0	0.0	0.0	69.3	0.0	0.0	13.4	21.1	100.0	18.8	45.2	0.0	0.0
HtGene2392	1455	27.3	1455	1373	568	173	381	0	1058	702	0	887	326	1455	975	997	0	0	100.0	94.3	60.7	23.3	46.5	0	93.0	70.9	0.0	76.8	36.1	99.0	78.6	85.2	0.0	0	100.0	94.4	39.0	11.9	26.2	0.0	72.7	48.2	0.0	61.0	22.4	100.0	67.0	68.5	0.0	0.0
HtGene2400	1578	30.7	1578	1578	461	0	508	316	1287	165	150	751	941	1578	807	895	0	0	100.0	100.0	55.9	0.0	61.0	90.5	78.4	73.4	90.0	86.4	82.8	99.0	79.9	86.9	0	0.0	100.0	100.0	29.2	0.0	32.2	20.0	81.6	10.5	9.5	47.6	59.6	100.0	51.1	56.7	0.0	0.0
HtGene2404	3150	30.3	3150	3150	302	0	176	100	2823	13	41	0	726	3150	694	522	65	0	100.0	100.0	91.7	0.0	19.4	33.2	87.2	6.5	43.3	0.0	44.4	98.9	54.0	42.9	60.7	0.0	100.0	100.0	9.6	0.0	5.6	3.2	89.6	0.4	1.3	0.0	23.0	100.0	22.0	16.6	2.1	0.0
HtGene2406	2607	28.7	2499	2475	148	0	0	63	2069	55	0	270	1031	2526	602	695	0	97	96.6	98.8	23.1	0.0	0	45.3	84.5	19.0	0.0	52.6	88.5	96.2	55.4	66.9	0.0	21.0	95.9	94.9	5.7	0.0	0.0	2.4	79.4	2.1	0.0	10.4	39.5	96.9	23.1	26.7	0.0	3.7
HtGene2409	1815	31.7	1815	1815	303	0	570	0	1809	0	0	641	655	1815	548	620	0	0	100.0	100.0	84.4	0	60.0	0.0	89.5	0.0	0.0	68.8	56.9	98.8	46.9	61.4	0	0	100.0	100.0	16.7	0.0	31.4	0.0	99.7	0.0	0.0	35.3	36.1	100.0	30.2	34.2	0.0	0.0
HtGene2412	1407	28.5	1407	1202	77	0	0	46	995	0	37	225	280	1332	475	611	0	0	99.9	99.0	52.8	0.0	0	74.2	73.5	0.0	100.0	72.7	71.5	93.7	73.7	69.4	0	0	100.0	85.4	5.5	0.0	0.0	3.3	70.7	0.0	2.6	16.0	19.9	94.7	33.8	43.4	0.0	0.0
HtGene2414	3495	24.5	3495	3438	367	0	260	53	2307	0	0	548	521	3375	823	964	0	0	99.9	98.5	44.2	0.0	48.3	19.8	74.3	0.0	0.0	79.3	31.1	95.2	49.3	63.7	0.0	0.0	100.0	98.4	10.5	0.0	7.4	1.5	66.0	0.0	0.0	15.7	14.9	96.6	23.5	27.6	0.0	0.0
HtGene2426	1134	30.9	1134	1134	167	0	0	0	855	0	52	0	412	1134	269	272	0	0	100.0	100.0	87.4	0.0	0.0	0	83.5	0.0	83.9	0.0	67.5	99.3	47.0	42.1	0	0.0	100.0	100.0	14.7	0.0	0.0	0.0	75.4	0.0	4.6	0.0	36.3	100.0	23.7	24.0	0.0	0.0
HtGene2433	3876	30.2	3876	3856	1710	0	1987	211	3873	254	395	3113	1553	3876	3320	3272	0	0	100.0	99.5	70.8	0.0	60.8	25.6	93.1	48.2	30.8	82.9	58.9	99.6	85.5	86.3	0	0	100.0	99.5	44.1	0.0	51.3	5.4	99.9	6.6	10.2	80.3	40.1	100.0	85.7	84.4	0.0	0.0
HtGene2434	2313	28.4	2313	2313	922	0	1027	0	2313	323	0	1220	607	2313	1493	1419	0	0	100.0	100.0	68.9	0.0	77.5	0.0	92.6	67.2	0.0	81.3	45.4	99.4	83.3	73.4	0	0	100.0	100.0	39.9	0.0	44.4	0.0	100.0	14.0	0.0	52.7	26.2	100.0	64.5	61.3	0.0	0.0
HtGene2437	1737	30.6	1737	1737	1122	255	1124	203	1734	874	557	1220	958	1737	1303	1577	0	0	100.0	100.0	80.2	81.7	77.6	90.6	92.3	60.8	69.5	78.1	66.5	99.3	83.2	82.5	0.0	0	100.0	100.0	64.6	14.7	64.7	11.7	99.8	50.3	32.1	70.2	55.2	100.0	75.0	90.8	0.0	0.0
HtGene2449	2697	32.1	2697	2697	785	180	623	283	2638	671	405	1149	939	2697	1334	1659	0	44	100.0	100.0	66.3	32.9	58.7	71.4	88.4	48.4	89.0	79.9	60.9	99.1	62.7	75.4	0.0	100.0	100.0	100.0	29.1	6.7	23.1	10.5	97.8	24.9	15.0	42.6	34.8	100.0	49.5	61.5	0.0	1.6
HtGene2453	1416	24.4	1416	1404	993	136	743	213	1277	212	0	1060	0	1416	1239	1241	0	0	100.0	99.2	74.4	89.7	80.4	45.3	93.0	50.9	0.0	77.2	0.0	99.6	85.9	88.6	0	0	100.0	99.2	70.1	9.6	52.5	15.0	90.2	15.0	0.0	74.9	0.0	100.0	87.5	87.6	0.0	0.0
HtGene2458	1182	27.7	1182	1182	863	0	949	314	1182	625	469	963	707	1182	1182	1182	0	0	100.0	100.0	72.2	0.0	83.5	60.0	94.8	76.3	56.8	84.9	76.4	99.5	88.1	88.1	0	0	100.0	100.0	73.0	0.0	80.3	26.6	100.0	52.9	39.7	81.5	59.8	100.0	100.0	100.0	0.0	0.0
HtGene2460	1848	30.1	1848	1848	506	113	855	0	1473	382	0	738	839	1848	741	771	0	0	100.0	100.0	79.5	62.8	80.6	0.0	78.6	36.7	0	85.0	67.9	98.9	59.3	63.7	0	0.0	100.0	100.0	27.4	6.1	46.3	0.0	79.7	20.7	0.0	39.9	45.4	100.0	40.1	41.7	0.0	0.0
HtGene2467	4278	34.3	4278	4278	790	67	726	198	3971	226	309	1001	1113	4219	1912	1707	32	68	100.0	100.0	44.3	23.8	58.3	44.2	90.9	41.2	47.2	43.0	46.6	98.4	62.3	52.6	96.9	59.1	100.0	100.0	18.5	1.6	17.0	4.6	92.8	5.3	7.2	23.4	26.0	98.6	44.7	39.9	0.7	1.6
HtGene2482	2352	26.9	2352	2352	0	0	0	45	1541	263	163	195	176	2154	297	281	20	0	100.0	100.0	0.0	0	0	13.1	70.3	57.7	40.6	67.6	23.1	93.9	63.8	34.6	28.4	0.0	100.0	100.0	0.0	0.0	0.0	1.9	65.5	11.2	6.9	8.3	7.5	91.6	12.6	11.9	0.9	0.0
HtGene2486	9849	26.2	9849	9817	0	0	0	85	3005	0	0	110	3216	9768	53	43	0	0	100.0	99.7	0.0	0.0	0.0	64.8	54.0	0	0.0	21.1	59.1	97.4	4.4	2.3	0.0	0.0	100.0	99.7	0.0	0.0	0.0	0.9	30.5	0.0	0.0	1.1	32.7	99.2	0.5	0.4	0.0	0.0
HtGene2489	1629	30.8	1629	1629	364	229	602	193	1629	0	0	1098	1068	1629	898	980	0	0	100.0	100.0	46.6	50.8	52.7	92.7	92.3	0.0	0.0	79.0	72.1	99.3	62.8	66.5	0	0	100.0	100.0	22.3	14.1	37.0	11.8	100.0	0.0	0.0	67.4	65.6	100.0	55.1	60.2	0.0	0.0
HtGene2496	1860	30.4	1860	1860	796	80	1347	182	1860	1371	589	1838	505	1860	1801	1838	0	0	100.0	100.0	47.4	14.7	73.3	62.9	94.8	77.2	44.0	88.7	48.1	99.3	85.9	87.5	0	0.0	100.0	100.0	42.8	4.3	72.4	9.8	100.0	73.7	31.7	98.8	27.2	100.0	96.8	98.8	0.0	0.0
HtGene2497	978	28.5	870	870	870	160	782	719	870	673	542	913	615	870	870	870	237	0	100.0	100.0	89.5	48.9	82.4	75.9	95.7	83.7	72.1	90.1	86.4	99.7	89.5	84.9	91.6	0.0	89.0	89.0	89.0	16.4	80.0	73.5	89.0	68.8	55.4	93.4	62.9	89.0	89.0	89.0	24.2	0.0
HtGene2498	4323	31.6	4323	4323	1264	98	1378	475	4114	989	1031	2095	1299	4323	1942	2629	0	0	100.0	100.0	60.9	24.1	69.8	64.0	91.3	53.4	58.6	76.1	74.4	99.2	56.0	74.0	0.0	0	100.0	100.0	29.2	2.3	31.9	11.0	95.2	22.9	23.8	48.5	30.0	100.0	44.9	60.8	0.0	0.0
HtGene2506	1755	29.7	1755	1717	990	0	1128	463	1593	756	443	1407	0	1755	1426	1376	0	0	100.0	97.8	72.5	0	63.2	82.1	88.3	59.9	59.5	80.8	0.0	99.3	78.4	73.0	0	0	100.0	97.8	56.4	0.0	64.3	26.4	90.8	43.1	25.2	80.2	0.0	100.0	81.3	78.4	0.0	0.0
HtGene2509	2628	29.9	2628	2628	0	0	162	0	2039	0	130	393	555	2625	338	486	0	0	100.0	100.0	0.0	0.0	69.5	0	80.2	0.0	90.8	62.7	55.0	98.6	57.0	37.2	0.0	0	100.0	100.0	0.0	0.0	6.2	0.0	77.6	0.0	4.9	15.0	21.1	99.9	12.9	18.5	0.0	0.0
HtGene2510	1728	28.7	1728	1728	0	0	0	0	1332	0	0	0	693	1728	0	0	0	0	99.9	100.0	0	0	0	0	71.5	0	0	0	60.1	99.1	0.0	0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	77.1	0.0	0.0	0.0	40.1	100.0	0.0	0.0	0.0	0.0
HtGene2514	1692	31.4	1692	1692	79	39	34	33	1390	60	41	44	456	1691	375	379	339	42	100.0	100.0	30.0	54.2	52.3	50.0	79.3	76.9	51.3	63.8	47.7	98.8	55.9	56.6	99.7	48.3	100.0	100.0	4.7	2.3	2.0	2.0	82.2	3.5	2.4	2.6	27.0	99.9	22.2	22.4	20.0	2.5
HtGene2519	2865	25.4	2865	2847	582	330	571	209	2739	36	176	931	245	2865	1154	1209	180	40	100.0	99.4	64.1	85.0	66.2	33.2	88.9	10.0	91.8	68.0	18.8	99.2	76.5	66.7	78.1	76.0	100.0	99.4	20.3	11.5	19.9	7.3	95.6	1.3	6.1	32.5	8.6	100.0	40.3	42.2	6.3	1.4
HtGene2523	4086	25.9	4086	3923	714	59	843	42	3275	41	43	1266	531	3890	1268	1310	0	33	100.0	96.7	68.4	36.1	73.3	5.8	87.8	39.4	100.0	74.0	42.5	94.1	81.2	85.8	0.0	43.4	100.0	96.0	17.5	1.4	20.6	1.0	80.2	1.0	1.1	31.0	13.0	95.2	31.0	32.1	0.0	0.8
HtGene2524	5853	26.2	5800	5784	41	42	120	0	4291	77	25	82	571	5695	100	115	0	14	99.9	99.7	12.5	43.3	91.7	0	81.3	18.2	36.8	36.4	44.1	97.0	11.8	12.0	0	10.9	99.1	98.8	0.7	0.7	2.1	0.0	73.3	1.3	0.4	1.4	9.8	97.3	1.7	2.0	0.0	0.2
HtGene2525	819	31.1	819	818	700	0	710	0	819	736	560	819	549	819	819	819	0	0	100.0	99.9	75.1	0.0	77.7	0.0	96.5	83.6	61.2	88.0	77.4	99.3	86.4	86.4	0	0	100.0	99.9	85.5	0.0	86.7	0.0	100.0	89.9	68.4	100.0	67.0	100.0	100.0	100.0	0.0	0.0
HtGene2526	624	30.3	624	624	0	0	0	0	273	0	0	0	0	602	156	156	0	0	100.0	100.0	0.0	0	0	0	70.7	0.0	0	0	0.0	95.2	50.4	87.8	0	0	100.0	100.0	0.0	0.0	0.0	0.0	43.8	0.0	0.0	0.0	0.0	96.5	25.0	25.0	0.0	0.0
HtGene2527	1572	26.1	1466	1398	133	0	133	0	660	158	133	173	606	1360	133	208	0	0	97.7	95.3	70.5	0	91.7	0.0	84.7	80.8	92.5	79.0	82.6	85.6	21.3	31.0	0.0	0.0	93.3	88.9	8.5	0.0	8.5	0.0	42.0	10.1	8.5	11.0	38.5	86.5	8.5	13.2	0.0	0.0
HtGene2529	1620	26.7	1620	1618	136	210	0	0	1233	0	0	0	971	1620	503	429	0	0	99.9	99.8	68.1	47.5	0.0	0	86.7	0.0	0	0.0	83.9	98.9	62.5	41.5	0.0	0	100.0	99.9	8.4	13.0	0.0	0.0	76.1	0.0	0.0	0.0	59.9	100.0	31.0	26.5	0.0	0.0
HtGene2536	1881	26.3	1881	1881	50	0	0	0	758	0	0	0	903	1867	8	275	55	0	100.0	100.0	66.2	0	0.0	0.0	55.4	0.0	0.0	0.0	80.1	97.8	1.9	60.8	100.0	0.0	100.0	100.0	2.7	0.0	0.0	0.0	40.3	0.0	0.0	0.0	48.0	99.3	0.4	14.6	2.9	0.0
HtGene2537	12210	30.4	12121	11959	625	54	774	427	8188	609	226	917	6047	11987	1001	1694	42	156	99.7	98.3	50.2	10.9	55.5	72.2	75.9	43.5	26.2	56.1	68.0	98.0	37.3	40.7	10.2	28.3	99.3	97.9	5.1	0.4	6.3	3.5	67.1	5.0	1.9	7.5	49.5	98.2	8.2	13.9	0.3	1.3
HtGene2540	555	30.3	555	555	522	133	548	207	555	370	299	553	411	555	554	554	0	0	100.0	100.0	85.2	31.6	90.1	58.3	93.5	76.5	50.2	90.4	99.5	99.6	89.7	89.5	0	0	100.0	100.0	94.1	24.0	98.7	37.3	100.0	66.7	53.9	99.6	74.1	100.0	99.8	99.8	0.0	0.0
HtGene2541	1263	35.1	1263	1263	1263	551	1230	801	1263	996	738	1263	140	1263	1263	1263	0	0	99.9	100.0	89.7	52.0	86.7	72.1	93.5	71.3	56.6	88.8	15.5	99.7	89.7	89.7	0	0	100.0	100.0	100.0	43.6	97.4	63.4	100.0	78.9	58.4	100.0	11.1	100.0	100.0	100.0	0.0	0.0
HtGene2543	1920	28.8	1920	1920	322	0	0	0	1840	0	223	732	386	1920	781	834	0	0	100.0	100.0	44.2	0	0.0	0.0	87.4	0.0	44.8	58.5	42.8	99.2	69.2	64.0	0	0.0	100.0	100.0	16.8	0.0	0.0	0.0	95.8	0.0	11.6	38.1	20.1	100.0	40.7	43.4	0.0	0.0
HtGene2544	1603	25.0	1599	1381	94	33	170	83	1277	414	85	448	425	1555	559	686	81	83	99.9	99.9	23.4	31.7	40.6	100.0	82.9	73.0	96.6	56.6	34.3	98.5	64.4	81.8	90.0	84.7	99.8	86.2	5.9	2.1	10.6	5.2	79.7	25.8	5.3	27.9	26.5	97.0	34.9	42.8	5.1	5.2
HtGene2546	4674	24.4	4674	4608	296	238	320	177	3531	428	214	1267	888	4621	1545	1934	0	60	100.0	99.5	44.8	60.0	58.9	45.4	81.8	76.1	44.4	65.1	45.6	97.3	67.1	73.3	0.0	59.4	100.0	98.6	6.3	5.1	6.8	3.8	75.5	9.2	4.6	27.1	19.0	98.9	33.1	41.4	0.0	1.3
HtGene2548	1596	25.7	1596	1299	547	335	529	526	1110	444	255	747	535	1596	731	877	250	255	100.0	88.9	72.7	46.4	69.5	93.1	88.4	77.0	48.6	81.6	63.6	98.9	61.8	73.0	98.0	99.2	100.0	81.4	34.3	21.0	33.1	33.0	69.5	27.8	16.0	46.8	33.5	100.0	45.8	54.9	15.7	16.0
HtGene2554	1680	32.3	1680	1680	1279	404	1269	558	1680	1087	392	1415	1053	1680	1410	1594	0	0	100.0	100.0	81.2	72.7	84.4	54.4	94.2	70.4	36.7	83.8	83.6	99.8	81.0	87.1	0	0.0	100.0	100.0	76.1	24.0	75.5	33.2	100.0	64.7	23.3	84.2	62.7	100.0	83.9	94.9	0.0	0.0
HtGene2555	3156	33.5	3156	3156	545	0	461	548	2708	228	234	578	1345	3156	681	722	0	0	100.0	100.0	47.1	0.0	71.9	75.2	80.3	27.4	44.6	75.1	59.1	98.8	50.2	42.5	0.0	0.0	100.0	100.0	17.3	0.0	14.6	17.4	85.8	7.2	7.4	18.3	42.6	100.0	21.6	22.9	0.0	0.0
HtGene2561	1677	28.1	1677	1677	648	41	350	9	1626	384	270	395	613	1677	1221	1132	0	115	100.0	100.0	68.4	56.9	75.5	5.7	90.4	64.0	60.3	53.2	68.5	99.0	86.7	73.4	0.0	37.6	100.0	100.0	38.6	2.4	20.9	0.5	97.0	22.9	16.1	23.6	36.6	100.0	72.8	67.5	0.0	6.9
HtGene2568	3714	30.9	3714	3714	1158	0	589	180	2632	394	306	1368	570	3710	1663	1729	0	36	100.0	100.0	74.7	0.0	54.4	89.5	86.4	58.6	32.3	72.7	41.7	98.0	67.0	83.6	0.0	42.9	100.0	100.0	31.2	0.0	15.9	4.8	70.9	10.6	8.2	36.8	15.3	99.9	44.8	46.6	0.0	1.0
HtGene2569	1413	33.5	1413	1413	0	0	0	0	174	0	0	0	546	1413	0	0	0	0	100.0	100.0	0	0.0	0	0	93.2	0	0	0	52.8	96.2	0.0	0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	12.3	0.0	0.0	0.0	38.6	100.0	0.0	0.0	0.0	0.0
HtGene2572	1015	35.1	1015	1015	0	0	0	0	0	0	0	0	568	1015	0	0	0	0	100.0	100.0	0	0	0	0	0	0	0	0	60.9	96.5	0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	100.0	0.0	0.0	0.0	0.0
HtGene2580	1392	34.8	1392	1392	986	534	1150	394	1312	995	622	1084	375	1392	1202	1300	279	0	100.0	100.0	79.6	50.6	83.7	46.3	95.5	72.7	71.7	79.4	50.1	99.4	82.1	88.4	63.3	0.0	100.0	100.0	70.8	38.4	82.6	28.3	94.3	71.5	44.7	77.9	26.9	100.0	86.4	93.4	20.0	0.0
HtGene2592	1626	31.1	1626	1626	0	0	240	0	1626	309	0	249	89	1626	761	987	0	0	100.0	100.0	0.0	0	83.4	0	91.9	45.3	0	77.3	19.9	99.4	53.3	65.4	0	0	100.0	100.0	0.0	0.0	14.8	0.0	100.0	19.0	0.0	15.3	5.5	100.0	46.8	60.7	0.0	0.0
HtGene2597	906	24.1	906	906	277	0	0	63	818	203	96	0	55	903	412	446	144	0	100.0	100.0	75.4	0	0	71.6	87.9	89.2	85.7	0	25.5	98.0	61.2	61.3	98.6	0	100.0	100.0	30.6	0.0	0.0	7.0	90.3	22.4	10.6	0.0	6.1	99.7	45.5	49.2	15.9	0.0
HtGene2599	1161	37.6	1161	1161	0	0	0	0	51	0	0	0	82	1161	0	0	0	0	100.0	100.0	0	0	0	0	75.8	0.0	0	0	24.9	96.5	0.0	0.0	0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	4.4	0.0	0.0	0.0	7.1	100.0	0.0	0.0	0.0	0.0
HtGene2600	687	30.7	687	687	0	0	0	0	587	0	0	0	273	687	23	79	0	0	100.0	100.0	0	0	0	0.0	86.9	0.0	0.0	0.0	63.5	98.8	52.3	23.2	0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	85.4	0.0	0.0	0.0	39.7	100.0	3.3	11.5	0.0	0.0
HtGene2601	312	32.4	312	311	288	0	80	99	312	99	0	99	99	312	311	311	0	0	98.7	98.4	84.9	0	75.8	35.3	95.2	93.9	0	38.0	31.7	98.7	90.4	90.7	0	0	100.0	99.7	92.3	0.0	25.6	31.7	100.0	31.7	0.0	31.7	31.7	100.0	99.7	99.7	0.0	0.0
HtGene2608	2370	31.5	2370	2370	762	0	779	0	2164	215	237	1067	770	2370	1188	1206	0	0	100.0	100.0	58.0	0	64.7	0.0	81.7	49.3	90.7	71.8	54.9	99.2	71.7	81.3	0	0.0	100.0	100.0	32.2	0.0	32.9	0.0	91.3	9.1	10.0	45.0	32.5	100.0	50.1	50.9	0.0	0.0
HtGene2613	537	31.5	537	537	364	74	409	0	473	392	117	442	287	537	463	463	0	0	100.0	100.0	69.4	100.0	74.8	0	85.8	66.1	29.2	85.5	81.2	97.6	88.3	76.2	0.0	0.0	100.0	100.0	67.8	13.8	76.2	0.0	88.1	73.0	21.8	82.3	53.4	100.0	86.2	86.2	0.0	0.0
HtGene2614	1059	29.8	1059	1032	356	26	0	0	894	211	185	575	159	1041	600	602	62	0	100.0	98.6	61.8	53.1	0.0	0.0	92.4	68.9	38.5	82.7	29.1	98.5	76.8	74.9	100.0	0.0	100.0	97.5	33.6	2.5	0.0	0.0	84.4	19.9	17.5	54.3	15.0	98.3	56.7	56.8	5.9	0.0
HtGene2615	1479	24.9	1479	1433	253	0	128	187	820	0	30	191	241	1479	546	708	0	50	99.9	96.9	39.9	0.0	72.9	41.9	70.2	0.0	40.0	54.9	52.2	98.6	73.5	71.3	0	74.6	100.0	96.9	17.1	0.0	8.7	12.6	55.4	0.0	2.0	12.9	16.3	100.0	36.9	47.9	0.0	3.4
HtGene2619	1200	28.4	1198	1118	278	127	398	114	1064	115	342	480	111	1200	561	540	40	145	99.9	92.9	53.9	32.2	75.5	27.1	83.1	22.3	61.3	59.8	36.0	98.3	58.0	63.2	29.9	76.2	99.8	93.2	23.2	10.6	33.2	9.5	88.7	9.6	28.5	40.0	9.2	100.0	46.8	45.0	3.3	12.1
HtGene2630	2280	33.0	2280	2280	1940	564	1980	1266	2280	1666	1240	2264	392	2280	2207	2260	0	0	100.0	100.0	76.2	48.1	78.6	85.3	93.8	75.2	55.5	87.3	39.7	99.6	85.7	88.1	0.0	0.0	100.0	100.0	85.1	24.7	86.8	55.5	100.0	73.1	54.4	99.3	17.2	100.0	96.8	99.1	0.0	0.0
HtGene2635	2739	34.0	2739	2739	1455	0	1171	285	2739	482	730	1684	827	2739	1898	1972	0	0	99.9	100.0	70.6	0.0	67.2	46.2	90.6	59.1	52.9	69.3	60.3	98.8	73.5	61.4	0	0.0	100.0	100.0	53.1	0.0	42.8	10.4	100.0	17.6	26.7	61.5	30.2	100.0	69.3	72.0	0.0	0.0
HtGene2637	378	30.4	378	378	0	0	0	0	320	0	0	0	105	378	0	0	0	0	100.0	100.0	0.0	0	0	0	80.4	0	0	0	64.4	100.0	0.0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	84.7	0.0	0.0	0.0	27.8	100.0	0.0	0.0	0.0	0.0
HtGene2641	3708	26.6	3708	3708	0	0	0	0	3331	0	0	167	539	3708	488	592	0	0	99.9	100.0	0.0	0	0	0	85.6	0.0	0	39.4	50.5	97.5	71.4	45.0	0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	89.8	0.0	0.0	4.5	14.5	100.0	13.2	16.0	0.0	0.0
HtGene2646	1662	30.4	1662	1662	1263	0	1435	493	1579	1243	0	1495	449	1662	1494	1494	0	0	100.0	100.0	75.2	0.0	84.9	53.8	94.1	79.2	0.0	88.4	57.2	99.2	87.9	87.9	0	0	100.0	100.0	76.0	0.0	86.3	29.7	95.0	74.8	0.0	90.0	27.0	100.0	89.9	89.9	0.0	0.0
HtGene2652	4827	32.2	4827	4793	903	432	649	699	4176	599	796	935	2124	4827	1519	1524	348	436	100.0	99.3	77.8	64.2	60.8	84.6	84.8	90.6	79.2	70.6	61.3	98.9	72.7	68.3	67.1	94.8	100.0	99.3	18.7	8.9	13.4	14.5	86.5	12.4	16.5	19.4	44.0	100.0	31.5	31.6	7.2	9.0
HtGene2659	2412	25.5	2412	2311	115	51	230	0	1974	28	53	373	255	2412	138	155	49	55	100.0	95.8	74.2	66.2	46.8	0.0	88.5	59.6	22.4	70.8	54.3	98.6	14.6	13.0	61.2	67.9	100.0	95.8	4.8	2.1	9.5	0.0	81.8	1.2	2.2	15.5	10.6	100.0	5.7	6.4	2.0	2.3
HtGene2669	3621	25.2	3591	3488	324	0	203	65	2674	33	158	545	145	3434	1010	894	36	69	99.9	98.2	54.8	0	45.5	41.3	83.2	8.7	76.7	62.5	15.1	96.2	73.3	69.1	23.6	95.8	99.2	96.3	8.9	0.0	5.6	1.8	73.8	0.9	4.4	15.1	4.0	94.8	27.9	24.7	1.0	1.9
HtGene2678	1614	31.8	1614	1614	324	155	340	181	1536	409	0	432	951	1614	584	451	0	0	100.0	100.0	72.0	89.7	71.3	58.8	87.6	62.5	0.0	50.1	61.3	98.9	77.9	85.8	0	0.0	100.0	100.0	20.1	9.6	21.1	11.2	95.2	25.3	0.0	26.8	58.9	100.0	36.2	27.9	0.0	0.0
HtGene2682	6270	31.6	6270	6270	568	0	671	0	5727	503	30	2067	994	6270	1571	1899	184	7	100.0	100.0	42.0	0.0	48.3	0.0	85.1	46.6	100.0	63.5	33.0	98.8	56.4	49.7	97.3	14.3	100.0	100.0	9.1	0.0	10.7	0.0	91.3	8.0	0.5	33.0	15.9	100.0	25.1	30.3	2.9	0.1
HtGene2683	3399	28.8	3399	3399	711	0	589	252	2865	495	0	760	1182	3317	1202	1239	0	37	100.0	99.9	73.2	0.0	53.2	62.2	88.7	69.5	0	70.4	55.3	96.6	73.1	69.6	0	72.5	100.0	100.0	20.9	0.0	17.3	7.4	84.3	14.6	0.0	22.4	34.8	97.6	35.4	36.5	0.0	1.1
HtGene2687	3762	30.5	3762	3761	1030	119	801	313	2802	114	308	1181	1326	3656	1368	1359	118	68	100.0	100.0	67.3	20.7	69.9	58.0	78.8	16.9	28.5	62.8	67.2	95.9	63.2	63.6	61.1	40.7	100.0	100.0	27.4	3.2	21.3	8.3	74.5	3.0	8.2	31.4	35.2	97.2	36.4	36.1	3.1	1.8
